question_id,answer_date,answer_id,answer_score,is_accepted,question_date,question_score,user_id
12666300,1349051649,12666333,1,False,1349051153,1,1290720
12666300,1349051713,12666337,2,True,1349051153,1,335858
12666300,1349051781,12666343,0,False,1349051153,1,491243
12666300,1349051858,12666351,4,False,1349051153,1,1644176
12666303,1349053459,12666466,1,True,1349051176,2,190597
12666306,1349051494,12666321,1,False,1349051227,7,1144035
12666306,1349052226,12666370,4,True,1349051227,7,573261
12666306,1349053248,12666449,1,False,1349051227,7,639716
12666307,1349052217,12666369,5,False,1349051230,0,1238847
12666307,1349184917,12691347,1,False,1349051230,0,526664
12666307,1364329438,15646677,1,False,1349051230,0,929095
12666307,1364402592,15664427,1,False,1349051230,0,1036025
12666318,1349058836,12666909,1,False,1349051418,0,923207
12666319,1349052698,12666401,1,True,1349051450,0,267887
12666320,1349051779,12666342,2,True,1349051459,3,179850
12666322,1349052663,12666399,0,False,1349051525,0,1060679
12666322,1349096096,12673699,0,True,1349051525,0,65548
12666326,1349099540,12674640,1,True,1349051558,1,675129
12666330,1349051749,12666340,3,False,1349051612,3,1662019
12666330,1349051853,12666348,4,False,1349051612,3,815787
12666330,1349052538,12666391,4,True,1349051612,3,1011995
12666331,1349052084,12666364,1,False,1349051613,1,373722
12666331,1349054384,12666539,2,False,1349051613,1,1155387
12666334,1349053592,12666477,2,False,1349051675,0,815787
12666334,1349735156,12790332,0,True,1349051675,0,1214741
12666336,1349243432,12702563,1,True,1349051702,1,794192
12666349,1349083709,12670640,1,False,1349051852,1,921570
12666349,1349084419,12670801,1,False,1349051852,1,1081659
12666349,1349086719,12671407,0,False,1349051852,1,106092
12666350,1349051918,12666356,0,False,1349051855,0,37213
12666350,1349052393,12666381,2,True,1349051855,0,1556251
12666355,1350614125,12966580,3,False,1349051902,0,1667256
12666361,1349052817,12666412,2,False,1349052014,0,1662019
12666361,1349053556,12666474,7,True,1349052014,0,622310
12666361,1351886669,13202277,0,False,1349052014,0,468327
12666362,1349052284,12666375,2,False,1349052026,4,241631
12666362,1349052318,12666377,6,True,1349052026,4,596781
12666362,1349052524,12666389,3,False,1349052026,4,1710581
12666363,1349052270,12666373,0,False,1349052048,-1,1599479
12666367,1349093198,12672936,1,False,1349052155,1,397667
12666367,1349094966,12673387,0,False,1349052155,1,256196
12666371,1349062843,12667261,1,True,1349052239,0,1296806
12666372,1349052745,12666406,2,True,1349052249,0,1201032
12666374,1349054944,12666597,4,True,1349052280,1,775184
12666382,1349062002,12667183,3,True,1349052426,2,19679
12666382,1349125431,12681041,0,False,1349052426,2,1650497
12666382,1349164605,12686449,0,False,1349052426,2,586081
12666383,1349052506,12666387,0,False,1349052436,2,596781
12666383,1349053097,12666436,1,False,1349052436,2,1662019
12666383,1349053279,12666451,1,False,1349052436,2,1463922
12666383,1349053471,12666469,1,False,1349052436,2,823682
12666384,1349073052,12668445,2,True,1349052467,0,605134
12666388,1349052734,12666405,2,True,1349052519,1,335858
12666388,1349052837,12666414,1,False,1349052519,1,1463922
12666388,1349052887,12666419,2,False,1349052519,1,1710581
12666390,1349053783,12666492,0,False,1349052524,-1,1251396
12666390,1349085041,12670973,0,True,1349052524,-1,1393064
12666393,1349054100,12666508,1,True,1349052596,0,1642385
12666398,1349054267,12666528,1,True,1349052661,-2,1319787
12666400,1349055536,12666641,-1,False,1349052676,1,994297
12666400,1349055955,12666672,3,True,1349052676,1,4249
12666402,1349053580,12666475,3,True,1349052716,0,421195
12666410,1349064121,12667391,2,True,1349052762,0,382374
12666410,1355813078,13927698,0,False,1349052762,0,1138947
12666420,1349053081,12666433,0,False,1349052910,0,824987
12666420,1349053138,12666438,3,True,1349052910,0,992484
12666421,1349053006,12666425,6,False,1349052911,3,871980
12666421,1349053036,12666431,3,False,1349052911,3,465183
12666423,1349063153,12667298,0,False,1349052984,1,1118321
12666423,1349111338,12677820,0,False,1349052984,1,1445070
12666427,1349053470,12666468,0,True,1349053019,0,642161
12666427,1363065368,15353820,0,False,1349053019,0,651701
12666435,1349053634,12666482,1,True,1349053096,0,1211187
12666437,1349096623,12673864,0,False,1349053130,0,1556251
12666440,1349053593,12666478,1,True,1349053152,0,1040371
12666441,1349168086,12687253,0,False,1349053177,0,1117094
12666446,1349059498,12666968,1,True,1349053222,0,598015
12666447,1349788334,12800845,3,True,1349053223,1,163549
12666452,1349055958,12666674,0,False,1349053289,0,1505221
12666452,1349057258,12666776,2,True,1349053289,0,475217
12666453,1349053745,12666490,2,False,1349053292,0,1662019
12666453,1349054325,12666534,2,True,1349053292,0,1593860
12666457,1349053550,12666473,0,False,1349053320,0,487509
12666458,1349054553,12666556,1,True,1349053336,0,384417
12666459,1353086677,13421448,1,False,1349053350,1,1521619
12666460,1349088152,12671742,0,True,1349053376,1,1644176
12666461,1349053616,12666480,3,True,1349053378,1,573261
12666461,1349054205,12666519,0,False,1349053378,1,925891
12666464,1349053844,12666495,1,False,1349053445,1,816620
12666464,1349053905,12666498,2,False,1349053445,1,1707863
12666464,1349054313,12666533,2,True,1349053445,1,383904
12666464,1349055109,12666612,1,False,1349053445,1,1073758
12666465,1349202511,12696079,0,True,1349053448,0,412395
12666479,1349054790,12666582,1,False,1349053613,4,1655332
12666479,1349092563,12672789,2,False,1349053613,4,285578
12666479,1349093029,12672888,1,False,1349053613,4,6216
12666481,1349061741,12667156,0,True,1349053631,0,1392379
12666483,1349055129,12666614,1,True,1349053656,0,1506440
12666486,1349054149,12666514,2,True,1349053705,0,1226894
12666486,1349054430,12666545,0,False,1349053705,0,890395
12666489,1349053908,12666499,3,True,1349053740,0,187954
12666493,1349054034,12666503,3,False,1349053787,1,544557
12666493,1349054865,12666587,3,True,1349053787,1,134633
12666494,1349088426,12671810,6,False,1349053835,3,68063
12666497,1349055913,12666664,0,False,1349053866,2,220710
12666497,1349060081,12667023,0,True,1349053866,2,1704841
12666501,1349054207,12666520,5,True,1349053960,4,1710581
12666501,1349054229,12666524,2,False,1349053960,4,857132
12666501,1349054588,12666559,2,False,1349053960,4,465183
12666501,1349054617,12666563,2,False,1349053960,4,1508709
12666502,1349054292,12666530,1,True,1349053962,1,1334679
12666504,1349054263,12666527,3,True,1349054073,1,541091
12666505,1349054485,12666550,2,False,1349054075,0,61164
12666505,1349067136,12667671,3,False,1349054075,0,1708197
12666510,1349055300,12666630,0,True,1349054125,0,1634846
12666511,1349054718,12666573,0,False,1349054127,0,384417
12666511,1349117550,12679216,0,False,1349054127,0,1579427
12666511,1349118454,12679428,0,False,1349054127,0,1581006
12666513,1349054573,12666558,5,True,1349054137,1,1334679
12666513,1349054726,12666575,2,False,1349054137,1,1704959
12666513,1349055931,12666669,3,False,1349054137,1,491243
12666517,1349056215,12666699,2,True,1349054191,3,464581
12666518,1349054712,12666572,1,True,1349054198,0,871026
12666521,1349085969,12671244,-1,False,1349054207,0,604511
12666521,1349668367,12775084,1,True,1349054207,0,1171198
12666523,1351171110,13069493,4,True,1349054219,6,1391713
12666537,1349055929,12666668,1,False,1349054372,2,1062679
12666543,1349056276,12666705,0,False,1349054410,0,1549760
12666549,1349054951,12666598,0,False,1349054483,1,1634846
12666549,1349055556,12666643,0,False,1349054483,1,782012
12666551,1349054740,12666576,3,True,1349054505,-1,1710581
12666551,1349055727,12666652,0,False,1349054505,-1,471800
12666553,1349055937,12666670,4,False,1349054509,0,379897
12666553,1349057722,12666820,1,False,1349054509,0,723947
12666553,1349059587,12666980,2,True,1349054509,0,1282539
12666554,1349055979,12666676,0,False,1349054518,1,646844
12666560,1349055214,12666620,2,True,1349054608,0,275567
12666569,1349057605,12666812,0,True,1349054656,-2,1644176
12666568,1349054903,12666594,2,True,1349054657,2,488004
12666568,1349086025,12671254,1,False,1349054657,2,111008
12666568,1349087141,12671494,0,False,1349054657,2,1442373
12666570,1349059180,12666937,2,True,1349054660,2,1461008
12666574,1349054842,12666586,2,True,1349054717,0,23528
12666574,1349054900,12666593,2,False,1349054717,0,216374
12666574,1349055305,12666631,1,False,1349054717,0,243303
12666574,1349057123,12666762,0,False,1349054717,0,36866
12666578,1349055013,12666604,3,True,1349054774,0,1015071
12666579,1352159448,13242322,0,False,1349054776,0,1339540
12666580,1349055810,12666656,1,False,1349054784,0,4249
12666580,1349110437,12677629,2,True,1349054784,0,586731
12666581,1349055788,12666655,0,False,1349054788,-3,1480420
12666589,1349081971,12670221,0,False,1349054882,0,413501
12666590,1349140853,12683310,0,False,1349054887,1,819494
12666592,1349057108,12666760,1,False,1349054898,0,1199880
12666592,1349070354,12668061,0,False,1349054898,0,409265
12666592,1358430490,14380506,0,False,1349054898,0,1977314
12666596,1349055150,12666615,0,False,1349054933,0,1290720
12666596,1349057411,12666792,1,True,1349054933,0,383904
12666600,1349055542,12666642,3,False,1349054967,1,174728
12666600,1349055832,12666660,4,False,1349054967,1,1357341
12666600,1349057858,12666827,5,True,1349054967,1,221955
12666600,1349065131,12667496,1,False,1349054967,1,908494
12666603,1349055216,12666622,1,False,1349055013,0,1357341
12666603,1349056223,12666700,0,False,1349055013,0,1662828
12666605,1349055633,12666647,2,True,1349055022,0,871026
12666608,1349081560,12670118,0,True,1349055060,0,413501
12666609,1349055220,12666623,0,False,1349055083,0,454533
12666609,1349055350,12666634,0,True,1349055083,0,1226894
12666617,1349055523,12666640,3,True,1349055159,1,1550807
12666618,1349055356,12666635,1,False,1349055163,2,465183
12666618,1349056568,12666728,2,False,1349055163,2,1201324
12666618,1349056970,12666750,3,True,1349055163,2,1678159
12666619,1349055878,12666663,0,False,1349055197,0,1290720
12666619,1349059084,12666928,0,False,1349055197,0,185335
12666625,1349058257,12666865,1,True,1349055236,1,1201210
12666628,1349057665,12666813,1,False,1349055277,1,1709104
12666633,1349057017,12666756,2,True,1349055330,1,1709104
12666637,1349055609,12666646,3,True,1349055368,2,4249
12666637,1349055996,12666678,0,False,1349055368,2,1549760
12666638,1349897192,12826848,3,True,1349055379,4,772156
12666645,1349058180,12666858,0,True,1349055573,1,1549760
12666649,1349055999,12666679,1,True,1349055670,0,483347
12666654,1349055929,12666666,4,True,1349055758,1,251311
12666657,1349059996,12667016,0,False,1349055816,0,758133
12666657,1349136485,12682816,0,False,1349055816,0,65863
12666662,1349055986,12666677,4,False,1349055858,1,68587
12666662,1349056574,12666730,0,False,1349055858,1,1710581
12666667,1349057563,12666810,1,False,1349055928,0,1634846
12666667,1349059539,12666972,1,False,1349055928,0,774499
12666671,1349056096,12666686,2,True,1349055942,1,1532551
12666671,1349056541,12666726,1,False,1349055942,1,230513
12666681,1349056262,12666704,2,True,1349056016,1,1226894
12666684,1349056755,12666740,3,True,1349056049,0,235354
12666684,1349056756,12666741,0,False,1349056049,0,1480420
12666687,1349063744,12667355,0,False,1349056101,0,629083
12666691,1349061952,12667177,0,False,1349056140,0,1615226
12666691,1349072035,12668298,0,True,1349056140,0,744319
12666693,1349131324,12682140,1,False,1349056168,0,756704
12666693,1349132324,12682286,1,False,1349056168,0,1031399
12666694,1349360807,12729487,3,True,1349056190,0,440010
12666694,1349593641,12766828,0,False,1349056190,0,191148
12666698,1349056389,12666711,0,False,1349056207,-2,730566
12666698,1349056439,12666717,-1,True,1349056207,-2,1226894
12666698,1349060378,12667044,0,False,1349056207,-2,1262713
12666702,1349056433,12666716,3,False,1349056233,4,507546
12666702,1349057526,12666804,1,True,1349056233,4,1655332
12666706,1349056398,12666713,3,False,1349056283,0,159145
12666706,1349056463,12666719,0,False,1349056283,0,547640
12666706,1349056482,12666721,0,False,1349056283,0,1480420
12666706,1349056592,12666733,1,False,1349056283,0,1160655
12666710,1349077498,12669247,2,True,1349056343,1,638225
12666714,1349056654,12666737,3,False,1349056402,0,1290720
12666715,1349056586,12666732,1,False,1349056409,0,1553090
12666715,1349058643,12666896,2,True,1349056409,0,1012053
12666720,1349058717,12666901,2,True,1349056471,1,475458
12666723,1349086823,12671428,5,True,1349056503,14,775806
12666725,1349057318,12666782,0,False,1349056540,-1,1290720
12666727,1349057389,12666788,2,True,1349056566,3,479863
12666731,1349076349,12669038,0,False,1349056583,1,360171
12666731,1349140913,12683318,0,True,1349056583,1,1698985
12666734,1349057546,12666807,1,False,1349056608,0,657184
12666734,1349062521,12667228,1,False,1349056608,0,637236
12666734,1349108492,12677181,0,True,1349056608,0,1363087
12666736,1349058357,12666871,0,False,1349056630,0,185335
12666736,1349059430,12666959,0,False,1349056630,0,1590832
12666739,1349056965,12666749,0,False,1349056720,0,1160655
12666739,1349057184,12666766,0,False,1349056720,0,12606
12666739,1349070075,12668016,0,False,1349056720,0,877873
12666739,1349070528,12668086,0,False,1349056720,0,1511271
12666739,1349070808,12668128,2,False,1349056720,0,569789
12666739,1349144188,12683696,1,True,1349056720,0,643383
12666742,1349057009,12666754,5,True,1349056760,0,4249
12666742,1349060743,12667080,0,False,1349056760,0,967638
12666745,1349057257,12666775,0,False,1349056796,1,1710581
12666745,1349057358,12666785,1,True,1349056796,1,68587
12666747,1349063370,12667319,0,False,1349056952,-6,495455
12666748,1349057227,12666772,4,True,1349056961,1,1653333
12666748,1349057976,12666839,0,False,1349056961,1,185335
12666748,1349059494,12666967,0,False,1349056961,1,87189
12666751,1349057215,12666770,2,False,1349056977,1,20862
12666751,1349058213,12666861,1,True,1349056977,1,1678159
12666755,1358829689,14451703,1,False,1349057012,0,144139
12666755,1358915938,14472572,0,True,1349057012,0,916586
12666757,1349064948,12667481,0,False,1349057053,0,816620
12666758,1349058090,12666847,1,False,1349057070,0,639716
12666758,1349063090,12667289,0,False,1349057070,0,1666759
12666761,1349057671,12666815,7,True,1349057118,1,204847
12666761,1349057798,12666824,4,False,1349057118,1,823682
12666761,1349058006,12666842,0,False,1349057118,1,882932
12666767,1349058221,12666862,0,False,1349057185,1,185335
12666768,1349057278,12666777,4,False,1349057186,0,1664657
12666768,1349057440,12666795,3,False,1349057186,0,586518
12666768,1349057508,12666802,4,False,1349057186,0,1672420
12666768,1349058479,12666882,3,False,1349057186,0,438032
12666771,1349057314,12666781,1,True,1349057224,0,730566
12666773,1349057531,12666805,0,False,1349057228,0,851273
12666774,1349073787,12668575,2,True,1349057252,2,1227895
12666774,1349358234,12728642,2,False,1349057252,2,1491380
12666778,1349058476,12666880,1,True,1349057285,0,4280
12666779,1349058722,12666902,4,True,1349057299,0,97337
12666783,1349057389,12666789,3,True,1349057319,0,1290720
12666783,1349057724,12666821,-1,False,1349057319,0,818182
12666783,1349057852,12666826,0,False,1349057319,0,1664657
12666796,1349057890,12666831,4,True,1349057443,2,491243
12666799,1349096601,12673853,2,False,1349057462,2,77409
12666799,1349096754,12673898,0,False,1349057462,2,1668057
12666799,1362266130,15180550,1,False,1349057462,2,142571
12666800,1349058977,12666918,1,False,1349057497,1,645956
12666800,1349059738,12666988,0,False,1349057497,1,980875
12666801,1349067768,12667746,1,False,1349057500,1,841108
12666801,1349146452,12683944,2,True,1349057500,1,251738
12666809,1349282256,12712938,0,False,1349057554,0,83830
12666814,1349062614,12667241,0,True,1349057668,0,207421
12666819,1349058984,12666920,1,True,1349057721,0,785065
12666822,1349057915,12666833,3,False,1349057727,7,996493
12666822,1349058118,12666850,0,False,1349057727,7,1628832
12666822,1349058168,12666856,3,True,1349057727,7,90322
12666822,1349081319,12670058,0,False,1349057727,7,1341006
12666825,1349058113,12666849,2,False,1349057849,1,5987
12666825,1349058138,12666853,3,True,1349057849,1,204847
12666825,1349058179,12666857,1,False,1349057849,1,1634846
12666828,1349059069,12666927,3,True,1349057863,0,1707560
12666828,1349104317,12676036,1,False,1349057863,0,375343
12666830,1349059402,12666956,0,True,1349057888,-2,90322
12666832,1349059146,12666932,-1,False,1349057914,0,1704841
12666832,1349062869,12667267,0,False,1349057914,0,1629707
12666835,1349058224,12666863,13,True,1349057934,4,730566
12666835,1349059401,12666955,0,False,1349057934,4,529995
12666836,1349068133,12667786,0,False,1349057954,1,249933
12666836,1351781038,13179478,3,True,1349057954,1,1514999
12666836,1361992829,15120509,1,False,1349057954,1,2116842
12666838,1349655744,12774004,0,False,1349057968,0,466314
12666841,1349058181,12666859,1,False,1349057984,2,1556110
12666841,1349058181,12666860,1,True,1349057984,2,119527
12666844,1349058713,12666900,0,False,1349058026,0,1087980
12666844,1349058969,12666917,1,True,1349058026,0,518504
12666844,1349059049,12666924,1,False,1349058026,0,1664657
12666845,1349059116,12666931,0,False,1349058049,1,393021
12666845,1349059170,12666936,1,True,1349058049,1,885036
12666845,1349059209,12666938,2,False,1349058049,1,528726
12666851,1349061882,12667170,0,True,1349058117,0,1629707
12666867,1349134144,12682528,1,False,1349058291,1,201142
12666867,1361367919,14981390,0,False,1349058291,1,2091443
12666869,1349058433,12666876,5,False,1349058340,0,1634846
12666869,1349058685,12666898,7,False,1349058340,0,204847
12666869,1349058913,12666913,1,False,1349058340,0,962089
12666874,1352103649,13228304,0,False,1349058413,1,1795316
12666875,1349250468,12704069,1,True,1349058421,1,1016740
12666877,1349060661,12667075,4,True,1349058450,2,93448
12666879,1349058800,12666905,2,False,1349058473,3,1357341
12666879,1349060247,12667032,2,True,1349058473,3,1678159
12666883,1349060062,12667022,1,True,1349058482,0,44853
12666885,1349058614,12666892,1,False,1349058535,2,491243
12666890,1349063624,12667341,0,False,1349058599,1,300292
12666894,1349058817,12666907,0,False,1349058633,1,649233
12666897,1349058886,12666912,5,True,1349058678,1,41747
12666897,1349059033,12666923,2,False,1349058678,1,1378292
12666897,1349059516,12666970,3,False,1349058678,1,1174169
12666899,1349067584,12667727,5,True,1349058710,1,1575096
12666899,1349222771,12700191,1,False,1349058710,1,943531
12666899,1352369539,13286901,3,False,1349058710,1,1808892
12666903,1349060048,12667021,0,False,1349058740,2,227803
12666915,1349059242,12666940,1,False,1349058940,0,1290720
12666915,1349059367,12666951,1,True,1349058940,0,1517578
12666915,1349059555,12666975,1,False,1349058940,0,1500668
12666916,1349067377,12667704,2,True,1349058948,3,77567
12666919,1349059338,12666947,3,False,1349058980,2,79267
12666922,1362103389,15149214,0,False,1349059020,3,193282
12666925,1349197363,12694867,0,True,1349059060,1,1689565
12666929,1349059330,12666946,2,True,1349059100,0,996493
12666930,1349060855,12667095,2,False,1349059112,1,204847
12666930,1349063598,12667336,1,False,1349059112,1,1463922
12666933,1349140838,12683308,0,False,1349059151,0,1127097
12666934,1349061766,12667158,1,False,1349059156,6,1262713
12666934,1349100395,12674873,4,False,1349059156,6,108146
12666935,1349059444,12666961,2,False,1349059163,-3,1664657
12666935,1349059843,12666996,0,False,1349059163,-3,1189745
12666935,1349060135,12667027,0,False,1349059163,-3,967638
12666943,1349059722,12666986,1,False,1349059269,2,1290720
12666943,1349059731,12666987,2,True,1349059269,2,335858
12666944,1349059526,12666971,0,False,1349059317,2,1144248
12666944,1349059551,12666973,2,True,1349059317,2,603732
12666949,1349059582,12666979,0,False,1349059353,2,20862
12666949,1349059709,12666985,4,True,1349059353,2,465183
12666949,1349060041,12667020,1,False,1349059353,2,1337854
12666949,1349060769,12667085,0,False,1349059353,2,90322
12666953,1355348995,13849294,2,True,1349059372,1,1899198
12666957,1349146456,12683946,0,False,1349059407,0,1444766
12666957,1349808529,12806475,0,False,1349059407,0,1585775
12666962,1349072189,12668321,0,False,1349059453,0,1033307
12666962,1361722532,15053698,0,False,1349059453,0,309483
12666963,1349062003,12667184,0,False,1349059464,0,738950
12666963,1349068508,12667824,0,True,1349059464,0,1595250
12666963,1349077355,12669218,0,False,1349059464,0,624459
12666977,1349075854,12668951,1,True,1349059559,3,1517551
12666978,1349059753,12666989,2,True,1349059580,1,726361
12666978,1349061480,12667136,1,False,1349059580,1,36565
12666981,1349059958,12667009,1,True,1349059641,0,11702
12666982,1349059853,12666998,2,True,1349059658,1,1238887
12666982,1349059918,12667005,0,False,1349059658,1,1709104
12666982,1349059919,12667006,0,False,1349059658,1,1408356
12666982,1349059944,12667007,0,False,1349059658,1,383912
12666982,1349059962,12667010,1,False,1349059658,1,185335
12666990,1349106365,12676593,0,True,1349059760,1,380231
12666991,1349067450,12667712,1,True,1349059767,0,1710832
12666993,1349135298,12682668,1,False,1349059797,1,1170357
12666995,1349065187,12667500,3,True,1349059823,1,733077
12666999,1349060160,12667029,4,False,1349059859,1,103167
12666999,1349060419,12667049,0,True,1349059859,1,774499
12667001,1349062471,12667220,0,False,1349059874,0,1232819
12667001,1349068232,12667793,1,False,1349059874,0,192153
12667003,1349070768,12668122,1,True,1349059875,2,242940
12667002,1349059963,12667011,1,False,1349059875,0,1290720
12667002,1349059994,12667015,2,False,1349059875,0,103167
12667002,1349060035,12667019,3,True,1349059875,0,1710581
12667008,1349061712,12667154,1,False,1349059957,4,1517578
12667008,1349093097,12672909,3,True,1349059957,4,1479080
12667012,1349060480,12667056,1,False,1349059970,0,815787
12667014,1349060341,12667041,1,True,1349059991,0,387058
12667030,1349070399,12668070,1,False,1349060187,1,132382
12667031,1349060326,12667039,1,False,1349060242,2,596200
12667031,1349060549,12667063,2,True,1349060242,2,1664657
12667033,1349061639,12667150,2,False,1349060259,-2,118068
12667033,1349080111,12669797,0,False,1349060259,-2,1120996
12667036,1349060575,12667067,1,False,1349060288,0,1678455
12667036,1349060699,12667077,2,True,1349060288,0,479863
12667038,1349060789,12667086,0,True,1349060322,0,1532551
12667040,1349060822,12667092,2,True,1349060339,0,25646
12667042,1349060820,12667091,4,False,1349060370,-1,361684
12667042,1349061986,12667181,0,False,1349060370,-1,1709104
12667043,1349066840,12667639,6,True,1349060374,3,1172486
12667047,1349065849,12667547,1,False,1349060399,-2,1491895
12667048,1349060667,12667076,2,False,1349060415,0,557846
12667048,1349060793,12667087,0,True,1349060415,0,68587
12667048,1349060810,12667090,0,False,1349060415,0,1262713
12667050,1349120960,12680030,1,True,1349060422,1,1074338
12667052,1349061152,12667113,1,False,1349060468,-1,1710581
12667053,1349061449,12667130,1,False,1349060476,1,1634846
12667053,1349061800,12667163,2,True,1349060476,1,1549760
12667055,1349060896,12667098,2,False,1349060479,1,1629707
12667057,1349067074,12667665,1,False,1349060509,0,908494
12667057,1349076482,12669066,2,True,1349060509,0,1001643
12667058,1349062986,12667277,0,False,1349060518,0,1298089
12667058,1349063080,12667288,1,False,1349060518,0,1149024
12667059,1349060795,12667088,0,False,1349060519,0,730566
12667059,1349061120,12667110,0,True,1349060519,0,586621
12667060,1349060991,12667101,4,True,1349060525,2,791604
12667062,1349098769,12674454,0,False,1349060539,-2,126278
12667065,1349060841,12667094,2,False,1349060570,0,1664657
12667066,1349093635,12673061,8,False,1349060575,7,1633251
12667066,1349330310,12721126,0,True,1349060575,7,1710710
12667070,1349060752,12667083,1,False,1349060627,0,1290720
12667070,1349061084,12667106,1,False,1349060627,0,1710623
12667070,1349062019,12667186,2,True,1349060627,0,1630963
12667071,1349856779,12814847,3,True,1349060637,3,1423631
12667074,1349060889,12667097,1,False,1349060656,1,121747
12667074,1349060982,12667100,2,False,1349060656,1,992484
12667074,1349061086,12667107,2,False,1349060656,1,603732
12667074,1349252085,12704417,1,True,1349060656,1,972144
12667073,1349086795,12671423,1,True,1349060657,1,1211934
12667078,1349061426,12667128,1,False,1349060699,1,1052788
12667078,1349061463,12667132,4,True,1349060699,1,705373
12667084,1349060993,12667102,2,True,1349060752,1,1532551
12667093,1349061919,12667172,0,False,1349060834,1,885036
12667093,1349091067,12672425,0,False,1349060834,1,631619
12667099,1349061838,12667167,2,True,1349060906,1,1465828
12667103,1349096504,12673816,3,True,1349060994,1,984421
12683466,1349091219,12683467,0,False,1349060996,2,1627296
12667105,1349061117,12667109,7,True,1349061041,4,992484
12667105,1349061190,12667114,3,False,1349061041,4,121747
12667105,1349061227,12667116,3,False,1349061041,4,603732
12667105,1349061268,12667120,3,False,1349061041,4,1076640
12667105,1349061390,12667126,3,False,1349061041,4,68105
12667105,1349141895,12683421,1,False,1349061041,4,439603
12667111,1349093607,12673052,2,True,1349061131,1,51260
12667112,1349061276,12667122,1,False,1349061150,0,1689607
12667112,1349061298,12667123,0,False,1349061150,0,1290720
12667117,1349062012,12667185,0,False,1349061233,1,749673
12667117,1349062370,12667213,1,True,1349061233,1,77335
12667124,1349061491,12667138,2,True,1349061341,1,1701975
12667131,1349064485,12667439,0,False,1349061459,0,180100
12667134,1349070545,12668089,3,True,1349061471,3,319875
12667137,1349432965,12744332,0,False,1349061491,0,671619
12667141,1349064053,12667380,2,True,1349061515,1,283366
12667141,1349092963,12672874,0,False,1349061515,1,1594302
12667140,1349062571,12667236,0,False,1349061515,0,180100
12667140,1349062593,12667237,2,True,1349061515,0,1065197
12667145,1349105302,12676301,2,True,1349061571,0,64505
12667146,1349082944,12670460,1,False,1349061575,1,1386595
12667146,1349358709,12728798,0,True,1349061575,1,1491380
12667149,1349061981,12667180,2,False,1349061614,1,851251
12667151,1349061831,12667165,0,False,1349061650,0,118068
12667151,1349076898,12669132,0,False,1349061650,0,1634798
12667153,1349108969,12677297,0,True,1349061711,1,886533
